,제목,브랜드,품번,시즌,성별,조회수(1개월),누적판매(1년),좋아요,별점,후기개수,태그,가격
102,남성용 드라이핏 아카데미21 팬츠 CW6122-010,NIKE,CW6122-010,병행수입, 남 ,1천 회 이상,50개 미만,110,5,후기 2개 보기,  #나이키바지 #트레이닝바지 #트레이닝  ,"64,800원"
103,핀턱 스티치 조거팬츠(블랙),CONCHWEAR,핀턱 스티치 조거팬츠(블랙),2021F/W, 여 ,,50개 미만,118,4,후기 6개 보기,  #조거바지 #트레이닝바지 #트레이닝팬츠 #밴딩팬츠 #조거 #스웨트팬츠 #조거팬츠  ,"26,535 ~ 29,000원"
104,J54 카고 팬츠 블랙 (UN123CPT23),UMBRO,UN123CPT23_BLK,2022S/S, 남 여 ,800회 이상,50개 이상,154,5,후기 36개 보기,  #J34카고팬츠 #얼리버드쿠폰 #조거팬츠  ,"113,645 ~ 119,000원"
105,여성 바스키아 셋업 크라운 트레이닝 팬츠 블랙 FMAPT681FBK,CLRIDEN,FMAPT681FBK,2022S/S, 여 ,,,94,3.5,후기 2개 보기,  #조거팬츠 #트레이닝팬츠 #트레이닝세트 #셋업 #스웨트팬츠 #밴딩팬츠 #바스키아 #클라이드앤×바스키아  ,"36,417 ~ 39,800원"
106,VSW Awake Sweat Pants Oatmeal,VISION STREETWEAR,VS2201PT03OT,2022S/S, 남 여 ,200회 이상,,131,3.8,후기 4개 보기,  #조거바지 #조거팬츠 #셋업 #바지 #스웻팬츠 #비전 #22S/S컬렉션 #조거 #22SPPRING컬렉션  ,"44,194 ~ 48,300원"
107,SMALL BEAR LOGO조거 스웨트 팬츠 - 블랙,TRIPSHION,TRIP22SPBLK004,2022S/S, 남 ,,,11,5,후기 1개 보기,  #스웨트팬츠 #밴딩팬츠 #조거팬츠 #바지 #스웻팬츠 #팬츠 #셋업 #조거  ,"46,939 ~ 51,300원"
108,DAISY PEACEFUL LOGO조거 스웨트 팬츠 - 레드,TRIPSHION,TRIP22SPRED005,2022S/S, 남 ,,,39,5,후기 5개 보기,  #스웨트팬츠 #밴딩팬츠 #조거팬츠 #바지 #스웻팬츠 #팬츠 #셋업 #조거  ,"46,939 ~ 51,300원"
109,이노블럭 셋업 남성 조거팬츠 (L/BEIGE),DISCOVERY EXPEDITION,DMPT13021-BGL,2022S/S, 남 ,,,7,4.8,후기 4개 보기,  #디스커버리 #팬츠 #디스커버리팬츠 #조거팬츠 #조거 #조거바지 #트레이닝팬츠  ,"79,551 ~ 83,300원"
110,오버 체크 로고 팬츠-그레이,OY,OYBBS1BO022,2022S/S, 남 ,400회 이상,,107,4.7,후기 7개 보기,  #스웻팬츠 #팬츠 #트레이닝팬츠 #바지 #오버핏 #힙합  ,"60,756 ~ 66,400원"
111,ANGEL KNIT PANTS (엔젤 니트 팬츠) - PINK,DEARSTALKER,1248299,2022S/S, 여 ,,,63,4.4,후기 7개 보기,,"17,842 ~ 19,500원"
112,아치 로고 스웨트 팬츠 BLACK (LM6PU175-076),PENDULUM,LM6PU175-076,2022S/S, 남 ,,,12,5,후기 2개 보기,  #팬츠 #트레이닝 #츄리닝 #밴딩팬츠 #스웻팬츠 #스웨트팬츠 #트레이닝팬츠  ,"29,188 ~ 31,900원"
113,스트링 웨이스트 저지 스웨트 팬츠[Black(UNISEX)]_UTP-FP01,UNTAGE,UTP-FP01,2022S/S, 남 ,,,3,5,후기 2개 보기,  #조거팬츠 #트레이닝팬츠 #스웻팬츠 #스웨트팬츠 #트레이닝바지 #조거바지 #조거  ,"86,925 ~ 95,000원"
114,페이퍼보이 클럽 스웨트팬츠-블랙,PAPERBOY,P22SSLP006,2022S/S, 남 ,,,24,4.6,후기 24개 보기,  #트레이닝바지 #트레이닝팬츠 #트레이닝세트 #트레이닝복 #스웨트팬츠 #트레이닝셋업 #스웻팬츠  ,"32,665 ~ 35,700원"
